CI,source_file,status,rows_total,rows_complete,rows_inside_domain,inside_ratio_complete,inside_ratio_raw,environment_observed_grids,environment_grid_coverage,observed_building_grids,observed_building_fraction,environment_label_conflict_grids,environment_label_conflict_fraction,building_fraction,measured_outdoor_rows,candidate_target_grids,candidate_target_grid_coverage,excluded_target_on_building_grids,excluded_target_on_building_fraction,measured_outdoor_grids,measured_grid_coverage,multi_measurement_target_grids,multi_measurement_target_fraction,target_on_building_grids,target_on_building_fraction,rsp_dbm,gain_db_min,gain_db_max,gain_below_source_range_grids,gain_above_source_range_grids,gain_outside_source_range_fraction
1665201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,2570,2570,2566,0.998443579766537,0.998443579766537,1549,0.4840625,785,0.5067785668173015,396,0.25564880568108456,0.46406251192092896,1673,1160,0.3625,396,0.3413793103448276,764,0.23875,348,0.45549738219895286,0,0.0,9.2,-129.53,-75.4,0,0,0.0
1891901,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1831,1831,1831,1.0,1.0,1285,0.4015625,797,0.6202334630350195,214,0.16653696498054474,0.6003124713897705,836,702,0.219375,214,0.30484330484330485,488,0.1525,94,0.19262295081967212,0,0.0,10.2,-132.45,-78.60000000000001,0,0,0.0
1446501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1044,1044,1044,1.0,1.0,824,0.2575,82,0.09951456310679611,14,0.01699029126213592,0.37187498807907104,953,756,0.23625,14,0.018518518518518517,742,0.231875,170,0.22911051212938005,0,0.0,9.2,-126.2,-65.7,0,0,0.0
376601,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1738,1738,1738,1.0,1.0,1347,0.4209375,51,0.0378619153674833,29,0.021529324424647365,0.1237500011920929,1684,1325,0.4140625,29,0.02188679245283019,1296,0.405,305,0.2353395061728395,0,0.0,11.2,-130.2,-70.2,0,0,0.0
2643601,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1507,1507,1507,1.0,1.0,1174,0.366875,740,0.6303236797274276,87,0.07410562180579217,0.5849999785423279,602,521,0.1628125,87,0.16698656429942418,434,0.135625,64,0.14746543778801843,0,0.0,12.2,-123.2,-78.8,0,0,0.0
388801,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1722,1722,1722,1.0,1.0,1266,0.395625,456,0.36018957345971564,146,0.11532385466034756,0.42906248569488525,1187,956,0.29875,146,0.15271966527196654,810,0.253125,186,0.22962962962962963,0,0.0,16.2,-139.2,-80.7,0,0,0.0
2135701,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1306,1306,1306,1.0,1.0,855,0.2671875,535,0.6257309941520468,140,0.16374269005847952,0.49687498807907104,609,460,0.14375,140,0.30434782608695654,320,0.1,76,0.2375,0,0.0,14.2,-136.2,-79.91,0,0,0.0
263501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1526,1526,1526,1.0,1.0,1265,0.3953125,472,0.3731225296442688,91,0.07193675889328063,0.2796874940395355,1020,884,0.27625,91,0.10294117647058823,793,0.2478125,129,0.1626733921815889,0,0.0,12.2,-131.2,-84.2,0,0,0.0
461101,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1176,1176,1176,1.0,1.0,979,0.3059375,484,0.4943820224719101,53,0.054136874361593465,0.3199999928474426,624,548,0.17125,53,0.09671532846715329,495,0.1546875,71,0.14343434343434344,0,0.0,9.2,-128.7,-78.7,0,0,0.0
492601,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,2241,2241,2241,1.0,1.0,1400,0.4375,550,0.39285714285714285,266,0.19,0.4950000047683716,1601,1116,0.34875,266,0.23835125448028674,850,0.265625,341,0.4011764705882353,0,0.0,12.2,-131.2,-82.7,0,0,0.0
2382801,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1843,1843,1843,1.0,1.0,1352,0.4225,208,0.15384615384615385,57,0.04215976331360947,0.18406249582767487,1591,1201,0.3753125,57,0.04746044962531224,1144,0.3575,307,0.26835664335664333,0,0.0,14.2,-130.2,-74.53,0,0,0.0
1346501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1514,1514,1514,1.0,1.0,1073,0.3353125,259,0.2413793103448276,78,0.07269338303821063,0.24031250178813934,1184,892,0.27875,78,0.08744394618834081,814,0.254375,211,0.2592137592137592,0,0.0,9.2,-115.2,-73.27,0,0,0.0
320901,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,989,989,989,1.0,1.0,780,0.24375,473,0.6064102564102564,72,0.09230769230769231,0.6243749856948853,436,379,0.1184375,72,0.18997361477572558,307,0.0959375,42,0.13680781758957655,0,0.0,12.2,-128.7,-76.7,0,0,0.0
339201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1879,1879,1878,0.9994678020223523,0.9994678020223523,1221,0.3815625,21,0.0171990171990172,3,0.002457002457002457,0.10875000059604645,1857,1203,0.3759375,3,0.0024937655860349127,1200,0.375,472,0.3933333333333333,0,0.0,9.2,-127.7,-73.75,0,0,0.0
1327001,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,2232,2232,2232,1.0,1.0,1600,0.5,1006,0.62875,285,0.178125,0.6268749833106995,1059,879,0.2746875,285,0.3242320819112628,594,0.185625,158,0.265993265993266,0,0.0,9.2,-129.2,-78.7,0,0,0.0
339001,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,2194,2194,2194,1.0,1.0,1654,0.516875,822,0.4969770253929867,171,0.1033857315598549,0.4115625023841858,1160,1003,0.3134375,171,0.17048853439680958,832,0.26,113,0.13581730769230768,0,0.0,16.2,-129.2,-85.45,0,0,0.0
393201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1053,1053,1053,1.0,1.0,1002,0.313125,340,0.3393213572854291,12,0.011976047904191617,0.4337500035762787,708,674,0.210625,12,0.017804154302670624,662,0.206875,34,0.0513595166163142,0,0.0,12.2,-135.7,-89.7,0,0,0.0
1102201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1145,1145,1145,1.0,1.0,831,0.2596875,94,0.11311672683513839,35,0.0421179302045728,0.4428125023841858,1038,772,0.24125,35,0.04533678756476684,737,0.2303125,212,0.2876526458616011,0,0.0,16.2,-131.2,-70.2,0,0,0.0
2217901,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1820,1820,1820,1.0,1.0,1220,0.38125,676,0.5540983606557377,239,0.1959016393442623,0.47437500953674316,975,783,0.2446875,239,0.3052362707535121,544,0.17,175,0.32169117647058826,0,0.0,9.2,-127.2,-78.2,0,0,0.0
1935601,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,698,698,698,1.0,1.0,594,0.185625,117,0.19696969696969696,7,0.011784511784511785,0.24906249344348907,575,484,0.15125,7,0.014462809917355372,477,0.1490625,87,0.18238993710691823,0,0.0,9.2,-128.2,-82.7,0,0,0.0
1721601,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1571,1571,1571,1.0,1.0,1253,0.3915625,874,0.6975259377494014,112,0.0893854748603352,0.6459375023841858,555,491,0.1534375,112,0.22810590631364563,379,0.1184375,51,0.1345646437994723,0,0.0,11.2,-125.7,-80.8,0,0,0.0
1379501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,2085,2085,2085,1.0,1.0,1371,0.4284375,752,0.5485047410649161,241,0.17578409919766594,0.6509374976158142,1140,860,0.26875,241,0.2802325581395349,619,0.1934375,163,0.2633279483037157,0,0.0,9.2,-121.7,-66.2,0,0,0.0
346001,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,2383,2383,2383,1.0,1.0,1552,0.485,947,0.6101804123711341,309,0.19909793814432988,0.7206249833106995,1189,914,0.285625,309,0.33807439824945296,605,0.1890625,186,0.3074380165289256,0,0.0,14.2,-140.2,-93.19,0,0,0.0
2066301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1546,1546,1546,1.0,1.0,1133,0.3540625,455,0.40158870255957635,93,0.0820829655781112,0.33281248807907104,1003,771,0.2409375,93,0.12062256809338522,678,0.211875,183,0.26991150442477874,0,0.0,9.2,-123.2,-66.7,0,0,0.0
1014101,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1428,1428,1428,1.0,1.0,1100,0.34375,257,0.23363636363636364,84,0.07636363636363637,0.34062498807907104,1141,927,0.2896875,84,0.09061488673139159,843,0.2634375,175,0.20759193357058126,0,0.0,16.2,-123.7,-79.53,0,0,0.0
2118101,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1448,1448,1448,1.0,1.0,931,0.2909375,291,0.3125671321160043,139,0.14930182599355532,0.33250001072883606,1101,779,0.2434375,139,0.17843388960205392,640,0.2,239,0.3734375,0,0.0,12.2,-124.7,-73.91,0,0,0.0
1684901,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,2753,2753,2748,0.9981837994914639,0.9981837994914639,1706,0.533125,1012,0.593200468933177,414,0.24267291910902697,0.5612499713897705,1459,1108,0.34625,414,0.37364620938628157,694,0.216875,228,0.3285302593659942,0,0.0,9.2,-128.87,-70.66,0,0,0.0
2694101,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1769,1769,1769,1.0,1.0,1288,0.4025,424,0.32919254658385094,189,0.14673913043478262,0.5425000190734863,1311,1053,0.3290625,189,0.1794871794871795,864,0.27,245,0.2835648148148148,0,0.0,9.2,-119.2,-80.24000000000001,0,0,0.0
3192001,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1204,1204,1204,1.0,1.0,615,0.1921875,420,0.6829268292682927,219,0.35609756097560974,0.5221874713897705,605,414,0.129375,219,0.5289855072463768,195,0.0609375,101,0.517948717948718,0,0.0,11.2,-126.7,-95.2,0,0,0.0
2199301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,673,673,669,0.9940564635958395,0.9940564635958395,502,0.156875,95,0.1892430278884462,29,0.05776892430278884,0.24812500178813934,558,436,0.13625,29,0.06651376146788991,407,0.1271875,96,0.23587223587223588,0,0.0,11.2,-130.7,-73.7,0,0,0.0
181001,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,999,999,999,1.0,1.0,744,0.2325,352,0.4731182795698925,95,0.12768817204301075,0.45406249165534973,608,487,0.1521875,95,0.19507186858316222,392,0.1225,116,0.29591836734693877,0,0.0,14.2,-136.7,-80.2,0,0,0.0
1395501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1511,1511,1511,1.0,1.0,1220,0.38125,397,0.3254098360655738,102,0.08360655737704918,0.3787499964237213,1041,925,0.2890625,102,0.11027027027027027,823,0.2571875,101,0.1227217496962333,0,0.0,13.2,-122.2,-68.2,0,0,0.0
2302501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,232,232,232,1.0,1.0,209,0.0653125,85,0.40669856459330145,3,0.014354066985645933,0.2828125059604645,138,127,0.0396875,3,0.023622047244094488,124,0.03875,11,0.08870967741935484,0,0.0,9.2,-113.87,-95.2,0,0,0.0
563401,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1302,1302,1302,1.0,1.0,996,0.31125,104,0.10441767068273092,21,0.02108433734939759,0.30937498807907104,1191,913,0.2853125,21,0.023001095290251915,892,0.27875,241,0.2701793721973094,0,0.0,13.2,-130.7,-79.2,0,0,0.0
1394201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1195,1195,1195,1.0,1.0,941,0.2940625,159,0.1689691817215728,49,0.052072263549415514,0.10187499970197678,1009,831,0.2596875,49,0.05896510228640193,782,0.244375,151,0.19309462915601022,0,0.0,9.2,-119.2,-68.2,0,0,0.0
1860201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1496,1496,1496,1.0,1.0,1214,0.379375,333,0.2742998352553542,60,0.04942339373970346,0.3112500011920929,1129,941,0.2940625,60,0.06376195536663125,881,0.2753125,157,0.1782065834279228,0,0.0,9.2,-126.2,-77.7,0,0,0.0
506301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1540,1540,1540,1.0,1.0,1183,0.3696875,583,0.49281487743026203,113,0.09551986475063398,0.4465624988079071,866,713,0.2228125,113,0.1584852734922861,600,0.1875,144,0.24,0,0.0,12.2,-118.2,-85.23666666666666,0,0,0.0
1248101,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1578,1578,1578,1.0,1.0,1149,0.3590625,106,0.09225413402959094,38,0.03307223672758921,0.17374999821186066,1467,1081,0.3378125,38,0.03515263644773358,1043,0.3259375,342,0.32790028763183127,0,0.0,14.2,-132.95,-82.87,0,0,0.0
2072301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,2233,2233,2233,1.0,1.0,1606,0.501875,578,0.35990037359900373,129,0.08032378580323786,0.2918750047683716,1560,1157,0.3615625,129,0.111495246326707,1028,0.32125,305,0.29669260700389105,0,0.0,12.2,-123.87,-77.45,0,0,0.0
2424201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1800,1800,1800,1.0,1.0,1382,0.431875,402,0.29088277858176553,116,0.08393632416787265,0.24281249940395355,1323,1096,0.3425,116,0.10583941605839416,980,0.30625,193,0.19693877551020408,0,0.0,12.2,-122.7,-82.2,0,0,0.0
1726201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1743,1743,1743,1.0,1.0,1275,0.3984375,526,0.4125490196078431,163,0.12784313725490196,0.4025000035762787,1124,912,0.285,163,0.1787280701754386,749,0.2340625,187,0.24966622162883845,0,0.0,9.2,-120.87,-79.7,0,0,0.0
1648301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,2101,2101,2101,1.0,1.0,1427,0.4459375,406,0.28451296426068673,188,0.1317449194113525,0.3518750071525574,1593,1209,0.3778125,188,0.1555004135649297,1021,0.3190625,293,0.28697355533790403,0,0.0,9.2,-119.2,-84.2,0,0,0.0
1400601,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1472,1472,1472,1.0,1.0,1119,0.3496875,487,0.4352100089365505,121,0.10813226094727435,0.573437511920929,907,753,0.2353125,121,0.16069057104913678,632,0.1975,125,0.19778481012658228,0,0.0,13.2,-135.7,-78.4,0,0,0.0
3117601,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1300,1300,1300,1.0,1.0,1207,0.3771875,500,0.4142502071251036,23,0.019055509527754765,0.2943750023841858,791,730,0.228125,23,0.031506849315068496,707,0.2209375,60,0.08486562942008487,0,0.0,9.2,-117.95,-71.95,0,0,0.0
2651201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,2360,2360,2360,1.0,1.0,1587,0.4959375,538,0.3390044108380592,174,0.10964083175803403,0.38468751311302185,1758,1223,0.3821875,174,0.14227309893704007,1049,0.3278125,393,0.3746425166825548,0,0.0,9.2,-129.7,-79.2,0,0,0.0
1907101,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1810,1810,1810,1.0,1.0,1340,0.41875,594,0.44328358208955226,145,0.10820895522388059,0.4387499988079071,1125,891,0.2784375,145,0.1627384960718294,746,0.233125,170,0.22788203753351208,0,0.0,9.2,-134.2,-70.87,0,0,0.0
1909901,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1481,1481,1481,1.0,1.0,1299,0.4059375,419,0.32255581216320245,71,0.054657428791377985,0.20000000298023224,1032,951,0.2971875,71,0.07465825446898001,880,0.275,77,0.0875,0,0.0,9.2,-126.2,-76.63000000000001,0,0,0.0
3309801,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,787,787,782,0.9936467598475223,0.9936467598475223,649,0.2028125,44,0.06779661016949153,10,0.015408320493066256,0.06156250089406967,735,615,0.1921875,10,0.016260162601626018,605,0.1890625,111,0.1834710743801653,0,0.0,9.2,-127.2,-64.2,0,0,0.0
2407501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1363,1363,1363,1.0,1.0,1041,0.3253125,306,0.29394812680115273,76,0.07300672430355427,0.2943750023841858,1020,811,0.2534375,76,0.093711467324291,735,0.2296875,156,0.21224489795918366,0,0.0,9.2,-132.2,-77.2,0,0,0.0
590001,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1283,1283,1283,1.0,1.0,959,0.2996875,479,0.4994786235662148,89,0.09280500521376434,0.5643749833106995,701,569,0.1778125,89,0.15641476274165203,480,0.15,112,0.23333333333333334,0,0.0,11.2,-135.2,-86.325,0,0,0.0
507301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,2027,2027,2027,1.0,1.0,1450,0.453125,453,0.3124137931034483,161,0.11103448275862068,0.31937500834465027,1511,1158,0.361875,161,0.13903281519861832,997,0.3115625,278,0.27883650952858574,0,0.0,12.2,-131.2,-76.37,0,0,0.0
2530701,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1339,1339,1339,1.0,1.0,1040,0.325,550,0.5288461538461539,132,0.12692307692307692,0.5224999785423279,721,622,0.194375,132,0.21221864951768488,490,0.153125,76,0.15510204081632653,0,0.0,9.2,-123.2,-63.2,0,0,0.0
221501,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,2339,2339,2339,1.0,1.0,1459,0.4559375,635,0.43522960932145305,271,0.18574366004112405,0.48374998569488525,1530,1095,0.3421875,271,0.24748858447488584,824,0.2575,276,0.33495145631067963,0,0.0,9.2,-116.2,-80.2,0,0,0.0
2782401,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,356,356,356,1.0,1.0,320,0.1,91,0.284375,7,0.021875,0.23343749344348907,257,236,0.07375,7,0.029661016949152543,229,0.0715625,19,0.08296943231441048,0,0.0,9.2,-128.2,-72.2,0,0,0.0
1892401,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1645,1645,1645,1.0,1.0,1166,0.364375,683,0.5857632933104632,162,0.13893653516295026,0.5943750143051147,831,645,0.2015625,162,0.25116279069767444,483,0.1509375,151,0.31262939958592134,0,0.0,14.2,-130.7,-74.4,0,0,0.0
2090301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1547,1547,1547,1.0,1.0,1072,0.335,424,0.39552238805970147,171,0.15951492537313433,0.36125001311302185,1078,819,0.2559375,171,0.2087912087912088,648,0.2025,215,0.3317901234567901,0,0.0,11.2,-129.7,-74.1,0,0,0.0
2352601,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,2177,2177,2177,1.0,1.0,1602,0.500625,547,0.3414481897627965,212,0.132334581772784,0.41468751430511475,1519,1267,0.3959375,212,0.16732438831886345,1055,0.3296875,250,0.23696682464454977,0,0.0,12.2,-118.8,-82.89500000000001,0,0,0.0
244101,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1274,1274,1274,1.0,1.0,1109,0.3465625,66,0.059513074842200184,24,0.02164111812443643,0.06781250238418579,1207,1067,0.3334375,24,0.022492970946579195,1043,0.3259375,138,0.13231064237775647,0,0.0,16.2,-117.7,-75.2,0,0,0.0
1030801,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1219,1219,1219,1.0,1.0,985,0.3078125,362,0.36751269035532996,20,0.02030456852791878,0.3059374988079071,820,643,0.2009375,20,0.03110419906687403,623,0.1946875,145,0.23274478330658105,0,0.0,16.2,-131.2,-80.45,0,0,0.0
455301,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,516,516,516,1.0,1.0,468,0.14625,170,0.36324786324786323,14,0.029914529914529916,0.23375000059604645,334,312,0.0975,14,0.04487179487179487,298,0.093125,21,0.07046979865771812,0,0.0,15.2,-129.2,-89.7,0,0,0.0
1652101,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1106,1106,1106,1.0,1.0,819,0.2559375,482,0.5885225885225885,103,0.12576312576312576,0.41718751192092896,528,440,0.1375,103,0.2340909090909091,337,0.1053125,63,0.18694362017804153,0,0.0,9.2,-126.2,-78.7,0,0,0.0
3107101,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1132,1132,1132,1.0,1.0,934,0.291875,119,0.12740899357601712,33,0.035331905781584586,0.14656250178813934,997,848,0.265,33,0.03891509433962264,815,0.2546875,123,0.150920245398773,0,0.0,9.2,-125.7,-76.2,0,0,0.0
1892801,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1316,1316,1316,1.0,1.0,873,0.2728125,385,0.44100801832760594,159,0.18213058419243985,0.44218748807907104,844,647,0.2021875,159,0.24574961360123648,488,0.1525,127,0.26024590163934425,0,0.0,9.2,-149.2,-79.2,1,0,0.0020491803278688526
318201,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1679,1679,1679,1.0,1.0,1141,0.3565625,565,0.49517966695880805,168,0.147239263803681,0.5571874976158142,984,744,0.2325,168,0.22580645161290322,576,0.18,170,0.2951388888888889,0,0.0,14.2,-140.2,-78.87,0,0,0.0
1209901,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,834,834,834,1.0,1.0,631,0.1971875,275,0.4358161648177496,86,0.13629160063391443,0.39250001311302185,525,442,0.138125,86,0.19457013574660634,356,0.11125,63,0.17696629213483145,0,0.0,16.2,-134.2,-92.99000000000001,0,0,0.0
2633001,C:\Users\lyj\Desktop\PythonProject1\实测数据集\RSRPSet\rsrpset-dataset-16th-cpgmcm\upload_dataset\DATASET_part6.pickle,prepared,1217,1217,1217,1.0,1.0,925,0.2890625,460,0.4972972972972973,97,0.10486486486486486,0.3909375071525574,665,562,0.175625,97,0.17259786476868327,465,0.1453125,84,0.18064516129032257,0,0.0,9.2,-131.2,-91.2,0,0,0.0
